POISONING AS,POISONED AS,IMPACTED AS,VISIBILITY CHANGE,NEW DISCOVERED CONNECTION COUNT,NEW P2P CONNECTIONS DISCOVERED,NEW P2C CONNECTIONS DISCOVERED,NEW IXP CONNECTIONS DISCOVERED
17,6,17,-1.3399999999999999,3,0,3,0
17,6,18,-0.6700000000000017,4,1,3,0
17,6,19,-1.6799999999999997,5,2,3,0
17,6,20,-1.009999999999998,6,1,2,3
17,6,21,-0.33999999999999986,3,1,2,0
17,6,22,-0.6799999999999997,5,1,4,0
17,6,23,0.33999999999999986,9,1,4,4
17,6,24,-0.33000000000000185,9,3,6,0
17,6,25,-0.33000000000000185,5,1,4,0
17,6,26,-0.6799999999999997,5,1,4,0
17,6,27,0.0,4,0,4,0
17,6,28,0.6699999999999982,11,2,9,0
17,6,29,0.33999999999999986,8,3,5,0
17,6,30,-0.6700000000000017,8,2,6,0
17,6,31,2.6900000000000013,14,1,13,0
17,6,32,0.33999999999999986,7,1,6,0
17,6,33,0.0,5,1,4,0
17,6,34,0.0,4,0,4,0
17,6,35,0.33999999999999986,3,1,2,0
17,6,36,0.33999999999999986,5,0,5,0
17,6,37,1.0100000000000016,4,1,3,0
17,6,38,0.6700000000000017,9,1,5,3
17,6,39,0.0,4,0,4,0
17,6,40,1.3499999999999979,9,1,8,0
17,6,41,2.0199999999999996,8,1,7,0
17,6,42,-0.3299999999999983,1,0,1,0
17,6,43,1.6899999999999977,7,1,3,3
17,6,44,0.33999999999999986,4,1,2,1
17,6,45,0.0,7,1,3,3
17,6,46,-0.33999999999999986,6,1,5,0
17,6,47,-0.33999999999999986,6,1,2,3
17,6,48,-0.33000000000000185,7,1,6,0
17,6,49,10.77,35,4,14,17
17,6,50,0.0,7,1,3,3
17,7,1,1.6799999999999997,6,1,3,2
17,7,2,1.3500000000000014,5,1,1,3
17,7,3,1.3399999999999999,5,1,3,1
17,7,4,0.6700000000000017,2,1,0,1
17,7,5,2.0199999999999996,12,1,1,10
17,7,6,0.6700000000000017,6,1,2,3
17,7,7,-1.009999999999998,2,0,2,0
17,7,8,1.0100000000000016,4,1,2,1
17,7,9,0.6700000000000017,7,1,6,0
17,7,10,-0.33000000000000185,3,1,1,1
17,7,11,1.6799999999999997,7,1,3,3
17,7,12,1.3399999999999999,6,1,4,1
17,7,13,2.020000000000003,7,1,6,0
17,7,14,2.6900000000000013,12,1,11,0
17,7,15,0.0,4,1,3,0
17,7,16,0.0,6,0,6,0
17,7,17,-1.3399999999999999,2,0,2,0
17,7,18,0.0,4,1,3,0
17,7,19,-0.33999999999999986,5,1,4,0
17,7,20,-1.3499999999999979,5,1,1,3
17,7,21,0.3299999999999983,4,1,3,0
17,7,22,-1.009999999999998,5,1,4,0
17,7,23,3.0299999999999976,15,1,10,4
17,7,24,-0.33000000000000185,4,1,3,0
17,7,25,-0.33000000000000185,5,1,4,0
17,7,26,-1.009999999999998,5,1,4,0
17,7,27,0.6699999999999982,7,1,6,0
17,7,28,0.6699999999999982,10,1,9,0
17,7,29,-0.33999999999999986,4,1,3,0
17,7,30,-0.6700000000000017,4,1,3,0
17,7,31,3.370000000000001,14,0,14,0
17,7,32,-0.6700000000000017,3,1,2,0
17,7,33,0.0,8,1,7,0
17,7,34,1.009999999999998,7,1,6,0
17,7,35,1.6799999999999997,7,1,6,0
17,7,36,0.0,5,0,5,0
17,7,37,0.6700000000000017,7,1,6,0
17,7,38,1.3500000000000014,11,1,7,3
17,7,39,1.0100000000000016,12,1,11,0
17,7,40,1.3499999999999979,10,0,10,0
17,7,41,1.3499999999999979,7,1,6,0
17,7,42,-0.3299999999999983,3,1,2,0
17,7,43,1.6899999999999977,7,1,3,3
17,7,44,0.0,3,1,1,1
17,7,45,0.0,6,1,2,3
17,7,46,1.009999999999998,7,1,6,0
17,7,47,-0.6799999999999997,5,1,1,3
17,7,48,-0.6700000000000017,4,1,3,0
17,7,49,8.75,31,4,10,17
17,7,50,1.3399999999999999,13,1,7,5
17,8,1,1.6799999999999997,6,1,4,1
17,8,2,1.3500000000000014,7,1,2,4
17,8,3,1.6799999999999997,5,1,3,1
17,8,4,0.33999999999999986,2,1,0,1
17,8,5,3.6999999999999993,16,0,6,10
17,8,6,1.3500000000000014,8,1,4,3
17,8,7,0.33999999999999986,6,0,5,1
17,8,8,0.6799999999999997,3,0,3,0
17,8,9,0.6700000000000017,6,0,5,1
17,8,10,2.0199999999999996,9,1,5,3
17,8,11,1.3399999999999999,7,0,4,3
17,8,12,1.009999999999998,5,1,3,1
17,8,13,2.3500000000000014,10,1,8,1
17,8,14,0.0,5,0,4,1
17,8,15,-0.3299999999999983,7,1,6,0
17,8,16,-0.6699999999999982,5,1,4,0
17,8,17,-1.6799999999999997,4,0,4,0
17,8,18,-0.6700000000000017,3,1,2,0
17,8,19,-0.33999999999999986,6,1,4,1
17,8,20,-1.009999999999998,7,1,2,4
17,8,21,-0.6799999999999997,5,1,3,1
17,8,22,0.6700000000000017,7,1,5,1
17,8,23,-0.6700000000000017,10,1,6,3
17,8,24,0.6799999999999997,10,2,8,0
17,8,25,-0.6700000000000017,5,1,3,1
17,8,26,-0.33999999999999986,5,1,3,1
17,8,27,0.3299999999999983,5,1,4,0
17,8,28,1.009999999999998,12,2,9,1
17,8,29,-0.6700000000000017,6,0,5,1
17,8,30,-1.0100000000000016,5,0,4,1
17,8,31,1.0100000000000016,8,0,7,1
17,8,32,1.009999999999998,8,3,4,1
17,8,33,0.0,7,1,6,0
17,8,34,-0.33999999999999986,7,2,5,0
17,8,35,-0.33999999999999986,6,1,4,1
17,8,36,0.0,5,0,5,0
17,8,37,1.6799999999999997,9,1,7,1
17,8,38,1.0100000000000016,9,1,5,3
17,8,39,0.0,6,1,4,1
17,8,40,0.0,6,1,5,0
17,8,41,1.009999999999998,7,1,6,0
17,8,42,-0.6699999999999982,5,1,4,0
17,8,43,2.0199999999999996,12,2,6,4
17,8,44,0.6699999999999982,8,1,4,3
17,8,45,0.0,9,1,4,4
17,8,46,0.6699999999999982,5,1,4,0
17,8,47,1.009999999999998,9,1,3,5
17,8,48,-0.6700000000000017,5,0,4,1
17,8,49,9.43,40,4,19,17
17,8,50,0.0,8,1,4,3
17,9,1,0.33000000000000185,4,0,3,1
17,9,2,1.009999999999998,5,1,1,3
17,9,3,0.6700000000000017,4,1,2,1
17,9,4,0.33999999999999986,2,1,0,1
17,9,5,2.0199999999999996,13,1,2,10
17,9,6,0.0,6,0,3,3
17,9,7,1.0100000000000016,6,1,4,1
17,9,8,1.0100000000000016,5,1,2,2
17,9,9,-0.6699999999999982,4,0,4,0
17,9,10,0.0,5,1,2,2
17,9,11,1.3399999999999999,8,1,4,3
17,9,12,1.3399999999999999,6,1,3,2
17,9,13,2.020000000000003,8,1,6,1
17,9,14,1.3399999999999999,12,3,9,0
17,9,15,0.6799999999999997,6,1,4,1
17,9,16,-0.3299999999999983,5,1,3,1
17,9,17,-1.3399999999999999,2,0,2,0
17,9,18,-0.3299999999999983,6,0,6,0
17,9,19,-0.33999999999999986,8,3,4,1
17,9,20,-1.3499999999999979,6,1,1,4
17,9,21,0.0,5,1,3,1
17,9,22,0.6700000000000017,6,1,4,1
17,9,23,0.0,8,1,3,4
17,9,24,-0.33000000000000185,10,3,6,1
17,9,25,0.0,8,3,4,1
17,9,26,0.6700000000000017,6,1,4,1
17,9,27,0.0,5,1,4,0
17,9,28,-1.3500000000000014,7,3,3,1
17,9,29,-0.33999999999999986,8,3,4,1
17,9,30,0.0,8,1,7,0
17,9,31,2.6900000000000013,10,2,7,1
17,9,32,1.009999999999998,7,3,3,1
17,9,33,0.0,5,0,5,0
17,9,34,0.33999999999999986,5,1,4,0
17,9,35,0.33999999999999986,4,0,4,0
17,9,36,-0.33999999999999986,4,0,4,0
17,9,37,0.33999999999999986,5,0,5,0
17,9,38,0.33999999999999986,6,1,2,3
17,9,39,1.0100000000000016,7,1,6,0
17,9,40,0.0,7,0,7,0
17,9,41,2.0199999999999996,8,1,6,1
17,9,42,-0.6699999999999982,4,1,3,0
17,9,43,1.3499999999999979,7,1,3,3
17,9,44,1.009999999999998,6,1,3,2
17,9,45,0.0,6,1,2,3
17,9,46,1.3399999999999999,10,4,5,1
17,9,47,-0.6799999999999997,6,1,1,4
17,9,48,-0.6700000000000017,7,2,4,1
17,9,49,9.09,33,4,12,17
17,9,50,0.0,6,1,2,3
18,1,1,0.6700000000000017,5,0,5,0
18,1,2,5.050000000000001,16,1,3,12
18,1,3,1.6799999999999997,6,0,5,1
18,1,4,0.0,1,1,0,0
18,1,5,5.719999999999999,22,1,13,8
18,1,6,2.020000000000003,22,1,9,12
18,1,7,4.040000000000003,17,2,8,7
18,1,8,2.3599999999999994,9,1,3,5
18,1,9,4.040000000000003,16,2,7,7
18,1,10,2.6999999999999993,21,1,8,12
18,1,11,2.349999999999998,7,1,6,0
18,1,12,1.6799999999999997,9,1,8,0
18,1,13,4.370000000000001,15,2,9,4
18,1,14,3.3599999999999994,12,1,11,0
18,1,15,0.6799999999999997,8,1,7,0
18,1,16,4.379999999999999,20,2,11,7
18,1,17,1.0100000000000016,8,1,6,1
18,1,18,-13.459999999999997,1,0,1,0
18,1,19,0.33999999999999986,19,1,13,5
18,1,20,-0.33999999999999986,19,0,14,5
18,1,21,-0.6799999999999997,21,1,12,8
18,1,22,0.33000000000000185,9,2,7,0
18,1,23,0.33999999999999986,10,0,9,1
18,1,24,1.009999999999998,8,1,7,0
18,1,25,0.0,23,2,16,5
18,1,26,-0.6799999999999997,8,1,7,0
18,1,27,0.3299999999999983,23,1,14,8
18,1,28,5.049999999999997,21,2,13,6
18,1,29,2.6899999999999977,13,1,12,0
18,1,30,0.33999999999999986,9,1,8,0
18,1,31,-1.6799999999999997,18,2,11,5
18,1,32,1.3499999999999979,21,2,14,5
18,1,33,0.6799999999999997,12,2,10,0
18,1,34,0.6699999999999982,7,1,6,0
18,1,35,0.0,7,2,3,2
18,1,36,2.0199999999999996,10,0,7,3
18,1,37,2.6900000000000013,13,2,11,0
18,1,38,1.0100000000000016,7,0,6,1
18,1,39,0.0,21,0,13,8
18,1,40,0.6699999999999982,10,1,9,0
18,1,41,0.6699999999999982,9,2,7,0
18,1,42,-3.0299999999999976,13,0,5,8
18,1,43,1.009999999999998,9,0,8,1
18,1,44,0.33999999999999986,8,2,5,1
18,1,45,1.0100000000000016,7,1,5,1
18,1,46,2.6899999999999977,24,2,17,5
18,1,47,0.3299999999999983,19,0,14,5
18,1,48,0.6799999999999997,8,0,8,0
18,1,49,0.33999999999999986,9,0,9,0
18,1,50,1.0100000000000016,7,1,5,1
18,10,1,0.6700000000000017,6,0,5,1
18,10,2,3.030000000000001,11,0,3,8
18,10,3,0.6700000000000017,5,0,4,1
18,10,4,-1.0100000000000016,0,0,0,0
18,10,5,4.039999999999999,19,0,11,8
18,10,6,1.6800000000000033,21,0,9,12
18,10,7,3.030000000000001,12,0,5,7
18,10,8,0.33999999999999986,3,0,3,0
18,10,9,3.030000000000001,11,0,4,7
18,10,10,-2.6900000000000013,1,0,1,0
18,10,11,0.3299999999999983,4,0,4,0
18,10,12,-0.6799999999999997,3,0,3,0
18,10,13,1.3399999999999999,7,0,7,0
18,10,14,1.0100000000000016,8,1,7,0
18,10,15,0.33999999999999986,6,0,6,0
18,10,16,4.039999999999999,17,0,10,7
18,10,17,0.0,4,0,3,1
18,10,18,-6.729999999999997,2,0,2,0
18,10,19,-1.3499999999999979,3,0,3,0
18,10,20,-2.3599999999999994,2,0,1,1
18,10,21,-0.33999999999999986,19,0,11,8
18,10,22,0.0,6,1,5,0
18,10,23,-1.0100000000000016,6,0,5,1
18,10,24,0.33999999999999986,9,1,8,0
18,10,25,0.0,5,1,4,0
18,10,26,-0.6799999999999997,5,0,5,0
18,10,27,-0.33999999999999986,22,0,14,8
18,10,28,2.6899999999999977,16,1,9,6
18,10,29,0.0,9,1,8,0
18,10,30,0.0,6,0,6,0
18,10,31,0.6700000000000017,6,1,5,0
18,10,32,3.3699999999999974,13,2,10,1
18,10,33,0.33999999999999986,6,0,6,0
18,10,34,0.33999999999999986,5,1,4,0
18,10,35,1.0100000000000016,5,0,5,0
18,10,36,1.3499999999999979,8,0,4,4
18,10,37,1.0100000000000016,7,0,7,0
18,10,38,0.33999999999999986,5,0,4,1
18,10,39,1.0100000000000016,20,0,12,8
18,10,40,0.33999999999999986,6,0,6,0
18,10,41,0.0,6,0,6,0
18,10,42,-3.3599999999999994,14,0,6,8
18,10,43,-0.6700000000000017,4,1,2,1
18,10,44,-2.360000000000003,5,0,4,1
18,10,45,0.0,5,0,4,1
18,10,46,0.3299999999999983,6,1,5,0
18,10,47,-1.6900000000000013,3,0,2,1
18,10,48,0.0,6,0,6,0
18,10,49,0.33999999999999986,8,0,8,0
18,10,50,0.0,5,0,4,1
18,11,1,3.030000000000001,10,2,3,5
18,11,2,4.379999999999999,14,1,1,12
18,11,3,2.6900000000000013,8,1,3,4
18,11,4,1.6799999999999997,5,2,0,3
18,11,5,3.6999999999999993,17,0,9,8
18,11,6,1.0100000000000016,21,0,9,12
18,11,7,4.720000000000002,15,3,5,7
18,11,8,2.6999999999999993,8,1,2,5
18,11,9,4.040000000000003,14,3,4,7
18,11,10,1.6899999999999977,19,1,6,12
18,11,11,-1.3500000000000014,2,0,2,0
18,11,12,0.6699999999999982,5,1,4,0
18,11,13,4.040000000000003,13,3,6,4
18,11,14,2.0199999999999996,11,3,8,0
18,11,15,2.0199999999999996,9,2,6,1
18,11,16,4.720000000000002,20,3,10,7
18,11,17,1.3500000000000014,7,1,5,1
18,11,18,-12.119999999999997,0,0,0,0
18,11,19,0.6700000000000017,17,2,10,5
18,11,20,-2.0199999999999996,16,0,10,6
18,11,21,-1.0100000000000016,20,0,12,8
18,11,22,-1.009999999999998,7,2,5,0
18,11,23,-2.3599999999999994,8,0,6,2
18,11,24,0.6799999999999997,9,2,7,0
18,11,25,1.009999999999998,22,3,13,6
18,11,26,-1.009999999999998,6,2,4,0
18,11,27,1.009999999999998,24,1,15,8
18,11,28,2.0199999999999996,18,2,9,7
18,11,29,0.6699999999999982,11,3,8,0
18,11,30,0.6799999999999997,7,1,6,0
18,11,31,-0.6699999999999982,19,3,11,5
18,11,32,2.3599999999999994,20,4,11,5
18,11,33,0.6799999999999997,9,2,7,0
18,11,34,0.33999999999999986,5,2,2,1
18,11,35,-0.6699999999999982,9,2,3,4
18,11,36,1.6799999999999997,8,0,5,3
18,11,37,2.6900000000000013,13,3,10,0
18,11,38,1.6799999999999997,8,1,6,1
18,11,39,1.3500000000000014,23,1,14,8
18,11,40,1.6799999999999997,12,3,9,0
18,11,41,1.009999999999998,9,3,6,0
18,11,42,-4.710000000000001,16,0,5,11
18,11,43,2.6999999999999993,9,1,7,1
18,11,44,-0.6700000000000017,5,0,4,1
18,11,45,0.33000000000000185,6,0,4,2
18,11,46,0.3299999999999983,20,3,12,5
18,11,47,-1.0100000000000016,16,0,10,6
18,11,48,0.33999999999999986,7,1,6,0
18,11,49,0.0,8,0,8,0
18,11,50,1.3399999999999999,8,1,6,1
18,12,1,2.6900000000000013,11,2,4,5
18,12,2,5.050000000000001,16,1,2,13
18,12,3,1.3399999999999999,8,1,3,4
18,12,4,0.33999999999999986,5,2,0,3
18,12,5,4.710000000000001,20,0,12,8
18,12,6,2.020000000000003,23,0,10,13
18,12,7,4.380000000000003,16,2,6,8
18,12,8,1.3500000000000014,7,1,2,4
18,12,9,3.370000000000001,14,2,4,8
18,12,10,1.3499999999999979,19,1,6,12
18,12,11,1.6799999999999997,9,2,4,3
18,12,12,-1.6900000000000013,3,0,3,0
18,12,13,2.6900000000000013,11,2,5,4
18,12,14,2.3500000000000014,12,1,10,1
18,12,15,0.6799999999999997,9,2,7,0
18,12,16,3.710000000000001,18,1,9,8
18,12,17,1.0100000000000016,6,0,5,1
18,12,18,-12.79,1,0,1,0
18,12,19,0.0,18,1,12,5
18,12,20,-0.33999999999999986,16,0,11,5
18,12,21,0.6699999999999982,25,0,15,10
18,12,22,0.0,8,2,6,0
18,12,23,0.33999999999999986,7,0,6,1
18,12,24,-0.6700000000000017,9,1,7,1
18,12,25,0.6799999999999997,22,2,15,5
18,12,26,0.0,8,2,6,0
18,12,27,0.6699999999999982,26,0,17,9
18,12,28,3.3599999999999994,17,1,9,7
18,12,29,1.009999999999998,10,1,8,1
18,12,30,-0.6700000000000017,7,0,6,1
18,12,31,-0.6699999999999982,16,3,8,5
18,12,32,1.6799999999999997,18,2,11,5
18,12,33,1.3499999999999979,10,1,9,0
18,12,34,0.6699999999999982,7,2,5,0
18,12,35,-0.33999999999999986,8,2,2,4
18,12,36,2.6899999999999977,12,2,6,4
18,12,37,0.6700000000000017,8,1,7,0
18,12,38,1.3500000000000014,7,0,6,1
18,12,39,0.6700000000000017,23,0,14,9
18,12,40,1.3499999999999979,10,1,9,0
18,12,41,-0.33999999999999986,7,2,5,0
18,12,42,-3.0299999999999976,17,0,5,12
18,12,43,0.0,6,0,5,1
18,12,44,-2.020000000000003,5,0,4,1
18,12,45,1.0100000000000016,7,0,6,1
18,12,46,2.0199999999999996,21,2,14,5
18,12,47,0.3299999999999983,18,0,13,5
18,12,48,-0.6700000000000017,7,0,6,1
18,12,49,0.6699999999999982,10,0,10,0
18,12,50,1.0100000000000016,7,0,6,1
18,13,1,2.6900000000000013,11,2,4,5
18,13,2,4.710000000000001,15,1,2,12
18,13,3,2.020000000000003,9,1,4,4
18,13,4,1.3500000000000014,6,2,0,4
18,13,5,5.050000000000001,21,0,13,8
18,13,6,2.020000000000003,21,0,9,12
18,13,7,3.710000000000001,14,1,6,7
18,13,8,1.3500000000000014,8,1,2,5
18,13,9,3.370000000000001,14,1,6,7
18,13,10,0.6799999999999997,20,1,7,12
18,13,11,1.3399999999999999,9,2,4,3
18,13,12,0.0,6,0,6,0
18,13,13,0.33000000000000185,6,0,6,0
18,13,14,0.6700000000000017,9,1,8,0
18,13,15,1.3500000000000014,7,1,5,1
18,13,16,4.720000000000002,15,0,8,7
18,13,17,1.0100000000000016,10,0,9,1
18,13,18,-13.129999999999999,2,0,2,0
18,13,19,-1.3499999999999979,17,1,11,5
18,13,20,-1.3499999999999979,20,1,13,6
18,13,21,-1.0100000000000016,20,0,12,8
18,13,22,-1.6899999999999977,7,1,6,0
18,13,23,-2.0199999999999996,7,0,6,1
18,13,24,0.0,6,1,5,0
18,13,25,-0.33000000000000185,23,2,16,5
18,13,26,-0.6799999999999997,8,2,6,0
18,13,27,0.0,24,0,16,8
18,13,28,2.6899999999999977,15,1,8,6
18,13,29,-0.33999999999999986,8,1,7,0
18,13,30,0.33999999999999986,6,0,6,0
18,13,31,-2.0199999999999996,18,2,11,5
18,13,32,0.33999999999999986,19,2,12,5
18,13,33,0.33999999999999986,12,1,11,0
18,13,34,0.33999999999999986,6,1,5,0
18,13,35,-1.009999999999998,9,2,3,4
18,13,36,1.6799999999999997,10,0,7,3
18,13,37,1.3500000000000014,11,1,10,0
18,13,38,1.0100000000000016,10,0,9,1
18,13,39,0.0,22,0,14,8
18,13,40,0.6699999999999982,11,1,10,0
18,13,41,1.3499999999999979,8,1,6,1
18,13,42,-5.050000000000001,16,0,5,11
18,13,43,0.6799999999999997,8,0,7,1
18,13,44,-0.33999999999999986,4,0,3,1
18,13,45,0.6700000000000017,9,0,8,1
18,13,46,1.009999999999998,23,2,16,5
18,13,47,-1.3500000000000014,18,0,13,5
18,13,48,0.0,6,0,6,0
18,13,49,-0.33999999999999986,7,0,7,0
18,13,50,0.6700000000000017,9,0,8,1
18,2,1,3.030000000000001,13,2,4,7
18,2,2,-1.0100000000000016,4,0,4,0
18,2,3,2.6900000000000013,12,1,6,5
18,2,4,1.6799999999999997,7,2,0,5
18,2,5,5.390000000000001,19,0,11,8
18,2,6,3.370000000000001,22,0,10,12
18,2,7,3.710000000000001,16,1,8,7
18,2,8,1.6900000000000013,9,1,4,4
18,2,9,3.030000000000001,14,1,6,7
18,2,10,1.009999999999998,20,1,6,13
18,2,11,0.6699999999999982,10,2,4,4
18,2,12,0.3299999999999983,5,0,5,0
18,2,13,3.360000000000003,14,2,6,6
18,2,14,1.0100000000000016,9,1,8,0
18,2,15,-0.3299999999999983,8,2,6,0
18,2,16,3.710000000000001,19,2,10,7
18,2,17,0.6799999999999997,8,0,7,1
18,2,18,-13.459999999999997,2,0,2,0
18,2,19,-1.6799999999999997,15,1,9,5
18,2,20,-1.6899999999999977,16,0,11,5
18,2,21,0.0,22,0,14,8
18,2,22,0.33000000000000185,8,2,6,0
18,2,23,-2.0199999999999996,7,0,6,1
18,2,24,0.33999999999999986,10,1,9,0
18,2,25,-0.33000000000000185,20,2,13,5
18,2,26,-0.6799999999999997,6,1,5,0
18,2,27,0.6699999999999982,27,0,19,8
18,2,28,1.6799999999999997,16,1,9,6
18,2,29,-0.6700000000000017,9,1,8,0
18,2,30,0.0,7,0,7,0
18,2,31,-1.009999999999998,16,2,9,5
18,2,32,0.33999999999999986,17,2,10,5
18,2,33,1.009999999999998,11,1,9,1
18,2,34,0.33999999999999986,5,1,4,0
18,2,35,0.0,10,2,4,4
18,2,36,1.3499999999999979,11,0,8,3
18,2,37,0.6700000000000017,7,1,6,0
18,2,38,1.0100000000000016,9,0,8,1
18,2,39,0.6700000000000017,22,0,14,8
18,2,40,0.33999999999999986,7,1,6,0
18,2,41,-0.6700000000000017,5,1,4,0
18,2,42,-4.039999999999999,19,0,8,11
18,2,43,0.33999999999999986,7,0,6,1
18,2,44,0.0,6,0,5,1
18,2,45,0.6700000000000017,9,0,8,1
18,2,46,0.6699999999999982,19,2,12,5
18,2,47,-1.0100000000000016,17,0,12,5
18,2,48,0.0,7,0,7,0
18,2,49,0.33999999999999986,9,0,9,0
18,2,50,0.6700000000000017,9,0,8,1
18,3,1,2.6900000000000013,11,1,4,6
18,3,2,5.050000000000001,16,1,2,13
18,3,3,0.0,4,0,4,0
18,3,4,1.0100000000000016,4,1,0,3
18,3,5,5.050000000000001,19,0,11,8
18,3,6,2.020000000000003,21,0,8,13
18,3,7,4.040000000000003,15,1,6,8
18,3,8,2.3599999999999994,9,1,4,4
18,3,9,3.700000000000003,14,1,5,8
18,3,10,2.3599999999999994,20,1,7,12
18,3,11,2.349999999999998,10,2,4,4
18,3,12,0.3299999999999983,6,0,5,1
18,3,13,3.360000000000003,12,2,6,4
18,3,14,1.0100000000000016,9,1,7,1
18,3,15,0.0,7,1,5,1
18,3,16,4.039999999999999,19,1,10,8
18,3,17,0.33999999999999986,7,0,5,2
18,3,18,-12.119999999999997,2,0,2,0
18,3,19,0.6700000000000017,20,1,11,8
18,3,20,-0.6799999999999997,17,0,10,7
18,3,21,-0.6799999999999997,22,0,13,9
18,3,22,-1.009999999999998,7,1,6,0
18,3,23,-0.33999999999999986,8,0,6,2
18,3,24,0.33999999999999986,7,1,5,1
18,3,25,1.3499999999999979,24,2,16,6
18,3,26,0.0,10,1,9,0
18,3,27,0.3299999999999983,26,0,17,9
18,3,28,3.0299999999999976,16,1,8,7
18,3,29,0.33999999999999986,9,1,7,1
18,3,30,0.0,6,0,5,1
18,3,31,0.0,18,2,10,6
18,3,32,2.3599999999999994,21,2,12,7
18,3,33,0.33999999999999986,9,1,8,0
18,3,34,0.33999999999999986,6,1,4,1
18,3,35,1.0100000000000016,10,2,3,5
18,3,36,3.0299999999999976,13,1,7,5
18,3,37,1.6799999999999997,9,2,7,0
18,3,38,1.6799999999999997,9,1,7,1
18,3,39,0.0,23,0,14,9
18,3,40,1.3499999999999979,9,2,7,0
18,3,41,-0.6700000000000017,4,1,3,0
18,3,42,-3.6999999999999993,19,0,7,12
18,3,43,0.33999999999999986,7,0,5,2
18,3,44,-0.33999999999999986,6,0,4,2
18,3,45,0.33000000000000185,7,0,5,2
18,3,46,3.0299999999999976,24,2,16,6
18,3,47,1.009999999999998,19,0,12,7
18,3,48,0.0,6,0,5,1
18,3,49,0.33999999999999986,9,0,9,0
18,3,50,0.6700000000000017,7,0,5,2
18,4,1,2.020000000000003,8,1,3,4
18,4,2,4.710000000000001,15,1,1,13
18,4,3,1.3399999999999999,7,1,3,3
18,4,4,-1.6799999999999997,0,0,0,0
18,4,5,3.370000000000001,18,0,10,8
18,4,6,1.6800000000000033,22,0,10,12
18,4,7,4.380000000000003,17,1,7,9
18,4,8,1.3500000000000014,7,1,2,4
18,4,9,3.700000000000003,16,1,6,9
18,4,10,0.33999999999999986,17,1,5,11
18,4,11,1.6799999999999997,9,2,4,3
18,4,12,-0.33999999999999986,5,0,5,0
18,4,13,3.030000000000001,12,2,6,4
18,4,14,0.6700000000000017,11,1,10,0
18,4,15,-0.6700000000000017,7,1,6,0
18,4,16,3.710000000000001,18,1,10,7
18,4,17,0.33999999999999986,7,0,7,0
18,4,18,-13.459999999999997,1,0,1,0
18,4,19,-1.6799999999999997,15,1,10,4
18,4,20,-2.6999999999999993,13,0,9,4
18,4,21,-0.33999999999999986,22,0,13,9
18,4,22,-0.6799999999999997,8,2,6,0
18,4,23,-0.6700000000000017,5,0,5,0
18,4,24,0.33999999999999986,9,1,8,0
18,4,25,-0.6700000000000017,18,2,12,4
18,4,26,-1.009999999999998,7,1,6,0
18,4,27,1.009999999999998,27,0,17,10
18,4,28,3.6999999999999957,16,1,9,6
18,4,29,0.6699999999999982,9,1,8,0
18,4,30,0.33999999999999986,11,0,11,0
18,4,31,-1.3499999999999979,14,2,8,4
18,4,32,0.33999999999999986,16,3,9,4
18,4,33,1.3499999999999979,11,1,10,0
18,4,34,0.33999999999999986,7,1,6,0
18,4,35,0.0,9,2,4,3
18,4,36,1.6799999999999997,11,1,6,4
18,4,37,1.0100000000000016,10,1,9,0
18,4,38,0.6700000000000017,7,0,7,0
18,4,39,0.33999999999999986,24,0,15,9
18,4,40,0.6699999999999982,10,1,9,0
18,4,41,0.6699999999999982,9,2,7,0
18,4,42,-3.6999999999999993,18,0,6,12
18,4,43,0.0,6,0,6,0
18,4,44,-2.6900000000000013,3,0,3,0
18,4,45,0.6700000000000017,7,0,7,0
18,4,46,-0.33999999999999986,17,2,11,4
18,4,47,-2.0199999999999996,14,0,10,4
18,4,48,0.33999999999999986,11,0,11,0
18,4,49,1.009999999999998,11,0,11,0
18,4,50,0.33000000000000185,6,0,6,0
18,5,1,2.3500000000000014,11,1,4,6
18,5,2,4.379999999999999,17,1,3,13
18,5,3,2.6900000000000013,10,1,5,4
18,5,4,1.3500000000000014,5,1,0,4
18,5,5,-3.370000000000001,4,0,4,0
18,5,6,1.6800000000000033,22,0,9,13
18,5,7,4.380000000000003,18,1,9,8
18,5,8,2.3599999999999994,8,1,3,4
18,5,9,4.380000000000003,18,1,9,8
18,5,10,1.6899999999999977,20,1,7,12
18,5,11,1.6799999999999997,11,2,5,4
18,5,12,0.3299999999999983,6,0,6,0
18,5,13,3.700000000000003,14,2,8,4
18,5,14,1.3399999999999999,10,1,9,0
18,5,15,0.0,9,1,8,0
18,5,16,4.379999999999999,21,1,12,8
18,5,17,-1.3399999999999999,8,0,8,0
18,5,18,-12.45,2,0,2,0
18,5,19,0.33999999999999986,19,1,13,5
18,5,20,-1.3499999999999979,18,0,13,5
18,5,21,-0.33999999999999986,22,0,13,9
18,5,22,1.3399999999999999,11,2,9,0
18,5,23,-2.6900000000000013,6,0,6,0
18,5,24,0.6799999999999997,8,1,7,0
18,5,25,0.6799999999999997,23,2,16,5
18,5,26,0.0,10,1,9,0
18,5,27,0.6699999999999982,27,0,18,9
18,5,28,2.6899999999999977,18,1,10,7
18,5,29,0.0,10,1,9,0
18,5,30,-0.33000000000000185,6,0,6,0
18,5,31,-0.33999999999999986,19,2,12,5
18,5,32,0.33999999999999986,18,2,11,5
18,5,33,0.33999999999999986,13,1,12,0
